epoch,train_loss,val_loss
1,0.21120248251529075,0.19780250911872585
2,0.192457834167945,0.18832729529014058
3,0.18734173279816616,0.18626595282703406
4,0.18465034438333325,0.18321457765589638
5,0.1825930462525704,0.1807390772468772
6,0.1808609777776271,0.18016136276089642
7,0.1791835194681906,0.17804595242238455
8,0.17769000710328267,0.1762512769090962
9,0.17662488702602805,0.17574827440443352
